route_id,service_id,trip_id,trip_headsign
5142,土日祝,土日祝_16時27分_系統5142,表町BC（高島団地・岡山駅前 経由）
1112,土日祝,土日祝_16時30分_系統1112,表町BC経由岡山駅（清水 経由）
1272,土日祝,土日祝_16時33分_系統1272,岡山駅前経由表町BC（新道河本 経由）
1181,土日祝,土日祝_16時35分_系統1181,林野駅（新道河本 経由）
1111,土日祝,土日祝_16時40分_系統1111,四御神（県庁前 経由）
1622,土日祝,土日祝_16時43分_系統1622,岡山駅前経由表町BC（下市・中 経由）
8001,土日祝,土日祝_16時45分_系統8001,岡山後楽園(Korakuen)（県立美術館 経由）
1611,土日祝,土日祝_16時45分_系統1611,ネオ西９（新道河本 経由）
5141,土日祝,土日祝_16時45分_系統5141,東岡山（岡山駅 経由）
5142,土日祝,土日祝_16時50分_系統5142,表町BC（高島団地・岡山駅前 経由）
2001,土日祝,土日祝_16時50分_系統2001,瀬戸駅（ネオ東６ 経由）
1282,土日祝,土日祝_17時02分_系統1282,岡山駅前経由表町BC（下市・中 経由）
2021,土日祝,土日祝_17時05分_系統2021,ネオ東６（中 ・下市 経由）
5141,土日祝,土日祝_17時10分_系統5141,東岡山（岡山駅 経由）
5142,土日祝,土日祝_17時14分_系統5142,表町BC（高島団地・岡山駅前 経由）
1112,土日祝,土日祝_17時15分_系統1112,表町BC経由岡山駅（清水 経由）
8001,土日祝,土日祝_17時15分_系統8001,岡山後楽園(Korakuen)（県立美術館 経由）
1111,土日祝,土日祝_17時15分_系統1111,四御神（県庁前 経由）
1641,土日祝,土日祝_17時15分_系統1641,瀬戸駅（ネオ西９ 経由）
1621,土日祝,土日祝_17時25分_系統1621,ネオ西９（中 ・下市 経由）
1272,土日祝,土日祝_17時30分_系統1272,岡山駅前経由表町BC（新道河本 経由）
5141,土日祝,土日祝_17時35分_系統5141,東岡山（岡山駅 経由）
1061,土日祝,土日祝_17時40分_系統1061,瀬戸駅
5142,土日祝,土日祝_17時40分_系統5142,表町BC（高島団地・岡山駅前 経由）
1621,土日祝,土日祝_17時45分_系統1621,ネオ西９（中 ・下市 経由）
8001,土日祝,土日祝_17時45分_系統8001,岡山後楽園(Korakuen)（県立美術館 経由）
1111,土日祝,土日祝_17時45分_系統1111,四御神（県庁前 経由）
1062,土日祝,土日祝_17時55分_系統1062,表町ＢＣ経由岡山駅
1622,土日祝,土日祝_18時00分_系統1622,岡山駅前経由表町BC（下市・中 経由）
5141,土日祝,土日祝_18時05分_系統5141,東岡山（岡山駅 経由）
5142,土日祝,土日祝_18時10分_系統5142,表町BC（高島団地・岡山駅前 経由）
2021,土日祝,土日祝_18時10分_系統2021,ネオ東６（中 ・下市 経由）
1112,土日祝,土日祝_18時10分_系統1112,表町BC経由岡山駅（清水 経由）
3101,土日祝,土日祝_18時15分_系統3101,片上
1111,土日祝,土日祝_18時15分_系統1111,四御神（県庁前 経由）
1631,土日祝,土日祝_18時30分_系統1631,ネオ西９（西 ・下市 経由）
2064,土日祝,土日祝_18時40分_系統2064,仁堀
1112,土日祝,土日祝_18時40分_系統1112,表町BC経由岡山駅（清水 経由）
2001,土日祝,土日祝_18時40分_系統2001,瀬戸駅（ネオ東６ 経由）
5141,土日祝,土日祝_18時40分_系統5141,東岡山（岡山駅 経由）
1272,土日祝,土日祝_18時43分_系統1272,岡山駅前経由表町BC（新道河本 経由）
1111,土日祝,土日祝_18時45分_系統1111,四御神（県庁前 経由）
1611,土日祝,土日祝_18時50分_系統1611,ネオ西９（新道河本 経由）
1062,土日祝,土日祝_18時55分_系統1062,表町ＢＣ経由岡山駅
3107,土日祝,土日祝_19時00分_系統3107,長岡・駅前
2021,土日祝,土日祝_19時05分_系統2021,ネオ東６（中 ・下市 経由）
1122,土日祝,土日祝_19時10分_系統1122,表町BC経由岡山駅（清水 経由）
5142,土日祝,土日祝_19時11分_系統5142,表町BC（高島団地・岡山駅前 経由）
1111,土日祝,土日祝_19時15分_系統1111,四御神（県庁前 経由）
5141,土日祝,土日祝_19時15分_系統5141,東岡山（岡山駅 経由）
1072,土日祝,土日祝_19時23分_系統1072,瀬戸駅（岡山駅 経由）
3107,土日祝,土日祝_19時30分_系統3107,長岡・駅前
1621,土日祝,土日祝_19時35分_系統1621,ネオ西９（中 ・下市 経由）
3104,土日祝,土日祝_19時40分_系統3104,八日市
1112,土日祝,土日祝_19時41分_系統1112,表町BC経由岡山駅（清水 経由）
3108,土日祝,土日祝_19時45分_系統3108,表町ＢＣ経由岡山駅
1111,土日祝,土日祝_19時45分_系統1111,四御神（県庁前 経由）
5141,土日祝,土日祝_19時55分_系統5141,東岡山（岡山駅 経由）
1612,土日祝,土日祝_19時55分_系統1612,岡山駅前経由表町BC（新道河本 経由）
2011,土日祝,土日祝_20時00分_系統2011,ネオ東６（新道河本 経由）
5142,土日祝,土日祝_20時10分_系統5142,表町BC（高島団地・岡山駅前 経由）
3108,土日祝,土日祝_20時20分_系統3108,表町ＢＣ経由岡山駅
1061,土日祝,土日祝_20時20分_系統1061,瀬戸駅
1111,土日祝,土日祝_20時25分_系統1111,四御神（県庁前 経由）
1631,土日祝,土日祝_20時25分_系統1631,ネオ西９（西 ・下市 経由）
5141,土日祝,土日祝_20時30分_系統5141,東岡山（岡山駅 経由）
5142,土日祝,土日祝_20時45分_系統5142,表町BC（高島団地・岡山駅前 経由）
1621,土日祝,土日祝_20時50分_系統1621,ネオ西９（中 ・下市 経由）
3107,土日祝,土日祝_20時50分_系統3107,長岡・駅前
1111,土日祝,土日祝_21時10分_系統1111,四御神（県庁前 経由）
1631,土日祝,土日祝_21時15分_系統1631,ネオ西９（西 ・下市 経由）
5132,土日祝,土日祝_21時15分_系統5132,表町BC（高島団地・弓之町 経由）
1112,土日祝,土日祝_21時17分_系統1112,表町BC経由岡山駅（清水 経由）
1062,土日祝,土日祝_21時20分_系統1062,表町ＢＣ経由岡山駅
3110,土日祝,土日祝_21時25分_系統3110,表町BC
3107,土日祝,土日祝_21時30分_系統3107,長岡・駅前
2021,土日祝,土日祝_21時40分_系統2021,ネオ東６（中 ・下市 経由）
5141,土日祝,土日祝_21時50分_系統5141,東岡山（岡山駅 経由）
1111,土日祝,土日祝_21時55分_系統1111,四御神（県庁前 経由）
1621,土日祝,土日祝_22時05分_系統1621,ネオ西９（中 ・下市 経由）
1041,土日祝,土日祝_22時05分_系統1041,八日市
2081,土日祝,土日祝_23時30分_系統2081,深夜　西９（中 ・下市 経由）
