route_id,service_id,trip_id,trip_headsign
3107,土日祝,土日祝_15時30分_系統3107,長岡・駅前
1631,土日祝,土日祝_15時30分_系統1631,ネオ西９（西 ・下市 経由）
5141,土日祝,土日祝_15時33分_系統5141,東岡山（岡山駅 経由）
1111,土日祝,土日祝_15時35分_系統1111,四御神（県庁前 経由）
5142,土日祝,土日祝_15時38分_系統5142,表町BC（高島団地・岡山駅前 経由）
1062,土日祝,土日祝_15時40分_系統1062,表町ＢＣ経由岡山駅
8001,土日祝,土日祝_15時45分_系統8001,岡山後楽園(Korakuen)（県立美術館 経由）
2021,土日祝,土日祝_15時45分_系統2021,ネオ東６（中 ・下市 経由）
1112,土日祝,土日祝_15時53分_系統1112,表町BC経由岡山駅（清水 経由）
1612,土日祝,土日祝_15時55分_系統1612,岡山駅前経由表町BC（新道河本 経由）
5141,土日祝,土日祝_15時55分_系統5141,東岡山（岡山駅 経由）
5142,土日祝,土日祝_16時04分_系統5142,表町BC（高島団地・岡山駅前 経由）
2021,土日祝,土日祝_16時05分_系統2021,ネオ東６（中 ・下市 経由）
1641,土日祝,土日祝_16時05分_系統1641,瀬戸駅（ネオ西９ 経由）
1111,土日祝,土日祝_16時10分_系統1111,四御神（県庁前 経由）
1632,土日祝,土日祝_16時13分_系統1632,岡山駅前経由表町BC（下市・西 経由）
8001,土日祝,土日祝_16時15分_系統8001,岡山後楽園(Korakuen)（県立美術館 経由）
3102,土日祝,土日祝_16時15分_系統3102,表町ＢＣ経由岡山駅
1631,土日祝,土日祝_16時20分_系統1631,ネオ西９（西 ・下市 経由）
1062,土日祝,土日祝_16時20分_系統1062,表町ＢＣ経由岡山駅
3108,土日祝,土日祝_16時22分_系統3108,表町ＢＣ経由岡山駅
5141,土日祝,土日祝_16時23分_系統5141,東岡山（岡山駅 経由）
1061,土日祝,土日祝_16時25分_系統1061,瀬戸駅
1072,土日祝,土日祝_16時27分_系統1072,瀬戸駅（岡山駅 経由）
