trans_id,lang,translation
児島中央病院入口,ja-Hira,こじまちゅうおうびょういんいりぐち
児島支所前,ja,児島支所前
児島支所前,ja-Hira,こじまししょまえ
児島支所入口,ja,児島支所入口
児島支所入口,ja-Hira,こじまししょいりぐち
倉敷市立市民病院,ja,倉敷市立市民病院
倉敷市立市民病院,ja-Hira,くらしきしりつしみんびょういん
児島市民交流センター南,ja,児島市民交流センター南
児島市民交流センター南,ja-Hira,こじましみんこうりゅうせんたーみなみ
鷲羽ハイランドホテル前,ja,鷲羽ハイランドホテル前
鷲羽ハイランドホテル前,ja-Hira,わしゅうはいらんどほてるまえ
味野中学校前,ja,味野中学校前
味野中学校前,ja-Hira,あじのちゅうがっこうまえ
味野医院前,ja,味野医院前
味野医院前,ja-Hira,あじのいいんまえ
辻,ja,辻
辻,ja-Hira,つじ
中山公園口,ja,中山公園口
中山公園口,ja-Hira,なかやまこうえんぐち
グリーンハイツ,ja,グリーンハイツ
グリーンハイツ,ja-Hira,ぐりーんはいつ
ガーデンタウン,ja,ガーデンタウン
ガーデンタウン,ja-Hira,がーでんたうん
中山団地西,ja,中山団地西
中山団地西,ja-Hira,なかやまだんちにし
中山団地,ja,中山団地
中山団地,ja-Hira,なかやまだんち
西の頭,ja,西の頭
西の頭,ja-Hira,にしのがしら
天王,ja,天王
天王,ja-Hira,てんのう
ＪＲ上の町駅,ja,JR上の町駅
ＪＲ上の町駅,ja-Hira,じぇーあーるかみのちょうえき
わたなべ生鮮館上の町店前,ja,わたなべ生鮮館上の町店前
わたなべ生鮮館上の町店前,ja-Hira,わたなべせいせんかんかみのちょうてんまえ
安田,ja,安田
安田,ja-Hira,やすだ
山際,ja,山際
山際,ja-Hira,やまぎわ
小西,ja,小西
小西,ja-Hira,こにし
ニシナフードバスケット前,ja,ニシナフードバスケット前
ニシナフードバスケット前,ja-Hira,にしなふーどばすけっとまえ
琴浦西小学校,ja,琴浦西小学校
琴浦西小学校,ja-Hira,ことうらにししょうがっこう
王慈園前,ja,王慈園前
王慈園前,ja-Hira,おうじえんまえ
沖熊橋,ja,沖熊橋
沖熊橋,ja-Hira,おきぐまばし
やまな内科整形外科前,ja,やまな内科整形外科前
やまな内科整形外科前,ja-Hira,やまなないかせいけいげか
新常盤橋西,ja,新常盤橋西
新常盤橋西,ja-Hira,しんときわばしにし
和井田南,ja,和井田南
和井田南,ja-Hira,わいたみなみ
萱刈南,ja,萱刈南
萱刈南,ja-Hira,かやかりみなみ
昭和橋,ja,昭和橋
昭和橋,ja-Hira,しょうわばし
野﨑家旧宅前,ja,野﨑家旧宅前
野﨑家旧宅前,ja-Hira,のざきけきゅうたくまえ
由加中の口,ja,由加中の口
由加中の口,ja-Hira,ゆがなかのくち
母谷園前,ja,母谷園前
母谷園前,ja-Hira,おもたにえんまえ
峠入口,ja,峠入口
峠入口,ja-Hira,とうげいりぐち
加茂路峠,ja,加茂路峠
加茂路峠,ja-Hira,かもじとうげ
白尾,ja,白尾
白尾,ja-Hira,しろお
平野切抜,ja,平野切抜
平野切抜,ja-Hira,ひらのきりぬき
琴浦北小前,ja,琴浦北小前
琴浦北小前,ja-Hira,ことうらきたしょうまえ
由加山自然の家前,ja,由加山自然の家前
由加山自然の家前,ja-Hira,ゆがさんしぜんのいえまえ
由加山,ja,由加山
由加山,ja-Hira,ゆがさん
峠,ja,峠
峠,ja-Hira,とうげ
児島学生服資料館前,ja,児島学生服資料館前
児島学生服資料館前,ja-Hira,こじまがくせいふくしりょうかんまえ
児島消防署前,ja,児島消防署前
児島消防署前,ja-Hira,こじましょうぼうしょまえ
