shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
N23下,34.601037,133.774611,5
N23下,34.601201,133.778298,6
N23下,34.601307,133.781146,7
N23下,34.600912,133.783308,8
N23下,34.601841,133.785699,9
N23下,34.603786,133.786737,10
N23下,34.606857,133.788379,11
N23下,34.610711,133.788827,12
N23下,34.612663,133.788789,13
N23下,34.61225,133.79101,14
N23下,34.610051,133.792574,15
N23下,34.612301,133.795149,16
N23下,34.615473,133.798568,17
N23下,34.616757,133.80238,18
N23下,34.617298,133.805499,19
N23下,34.619989,133.806315,20
N23下,34.621679,133.805602,21
N23下,34.626638,133.808065,22
N23上,34.626638,133.808065,1
N23上,34.6219,133.805753,2
N23上,34.619815,133.806653,3
N23上,34.617294,133.806089,4
N23上,34.616757,133.80238,5
N23上,34.615153,133.798314,6
N23上,34.612409,133.795548,7
N23上,34.610312,133.791887,8
N23上,34.612612,133.790779,9
N23上,34.612552,133.788709,10
N23上,34.610614,133.788923,11
N23上,34.606616,133.788419,12
N23上,34.604031,133.787035,13
N23上,34.601735,133.785836,14
N23上,34.6009,133.782887,15
N23上,34.60119,133.78098,16
N23上,34.601116,133.778298,17
N23上,34.60098,133.775222,18
N23上,34.600905,133.77328,19
N23上,34.604015,133.772607,20
N23上,34.603508,133.770456,21
N23上,34.601047,133.766275,22
K23上,34.626638,133.808065,1
K23上,34.6219,133.805753,2
K23上,34.619815,133.806653,3
K23上,34.617294,133.806089,4
K23上,34.616757,133.80238,5
K23上,34.615153,133.798314,6
K23上,34.612409,133.795548,7
K23上,34.610312,133.791887,8
K23上,34.612612,133.790779,9
K23上,34.612552,133.788709,10
K23上,34.610614,133.788923,11
K23上,34.606616,133.788419,12
K23上,34.604031,133.787035,13
K23上,34.601735,133.785836,14
K23上,34.6009,133.782887,15
K23上,34.60119,133.78098,16
K23上,34.601116,133.778298,17
K23上,34.60098,133.775222,18
K23上,34.600905,133.77328,19
K23上,34.604015,133.772607,20
K23上,34.603508,133.770456,21
K23上,34.601292,133.76606,22
K23上,34.599278,133.767782,23
K23上,34.595511,133.769383,24
K23上,34.593928,133.766267,25
K23上,34.593029,133.76411,26
K23上,34.590832,133.764129,27
K23上,34.588869,133.764233,28
K23上,34.588907,133.76518,29
S05下,34.462879,133.807012,1
S05下,34.46608,133.803681,2
S05下,34.465676,133.802258,3
S05下,34.463415,133.802337,4
S05下,34.459972,133.803129,5
S05下,34.455489,133.801847,6
S05下,34.452421,133.80161,7
S05下,34.441886,133.808601,8
S05下,34.419783,133.802857,9
S05下,34.420173,133.807133,10
S05下,34.422976,133.807584,11
S05下,34.420173,133.807133,12
S05下,34.419783,133.802857,13
S05下,34.405574,133.808356,14
S05下,34.387167,133.816657,15
S05下,34.390116,133.818422,16
S05下,34.391643,133.817912,17
S05上,34.391643,133.817912,1
S05上,34.390116,133.818422,2
S05上,34.387167,133.816657,3
S05上,34.405646,133.807927,4
S05上,34.419783,133.802857,5
S05上,34.420173,133.807133,6
S05上,34.422976,133.807584,7
S05上,34.420173,133.807133,8
S05上,34.419783,133.802857,9
S05上,34.440973,133.808135,10
S05上,34.452421,133.80161,11
S05上,34.455489,133.801847,12
S05上,34.459972,133.803129,13
S05上,34.463415,133.802337,14
S05上,34.465676,133.802258,15
S05上,34.465894,133.804201,16
S05上,34.462879,133.807012,17
J22,34.462879,133.807012,1
J22,34.46608,133.803681,2
J22,34.46754,133.802699,3
J22,34.469707,133.805027,4
J22,34.472281,133.803819,5
J22,34.466498,133.810252,6
J22,34.467146,133.812792,7
J22,34.468769,133.81711,8
J22,34.470018,133.820442,9
J22,34.472758,133.824568,10
J22,34.474147,133.826592,11
J22,34.47646,133.825614,12
J22,34.480044,133.821571,13
J22,34.480706,133.821672,14
J22,34.477267,133.821397,15
J22,34.476439,133.822059,16
J22,34.474815,133.823273,17
J22,34.472321,133.820966,18
J22,34.469829,133.8178,19
J22,34.469598,133.813683,20
J22,34.470273,133.808915,21
J22,34.472281,133.803819,22
J22,34.469804,133.804952,23
J22,34.46754,133.802699,24
J22,34.465894,133.804201,25
J22,34.462879,133.807012,26
