stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,platform_code,parent_station
574_05,,山陽団地西７番,,34.752519,134.005961,574_05,http://unobus.bustei.net/b.htm?T=0574,0,,
586_04,,山陽団地東,,34.753636,134.008768,586_04,http://unobus.bustei.net/b.htm?T=0586,0,,
586_05,,山陽団地東,,34.7535766666667,134.008612428571,586_05,http://unobus.bustei.net/b.htm?T=0586,0,,
588_04,,老人福祉センター,,34.753984,134.010721,588_04,http://unobus.bustei.net/b.htm?T=0588,0,,
588_05,,老人福祉センター,,34.753879,134.010496857143,588_05,http://unobus.bustei.net/b.htm?T=0588,0,,
590_04,,下市上,,34.754557,134.01442,590_04,http://unobus.bustei.net/b.htm?T=0590,0,,
590_05,,下市上,,34.7544963333333,134.014217428571,590_05,http://unobus.bustei.net/b.htm?T=0590,0,,
600_03,,就実高校中学校前,,34.67132,133.928557714286,600_03,http://unobus.bustei.net/b.htm?T=0600,0,,
600_05,,就実高校中学校前,,34.671204,133.929014285714,600_05,http://unobus.bustei.net/b.htm?T=0600,0,,
602_03,,美術館前,,34.666835,133.930408,602_03,http://unobus.bustei.net/b.htm?T=0602,0,,
602_05,,美術館前,,34.666349,133.930636142857,602_05,http://unobus.bustei.net/b.htm?T=0602,0,,
604_03,,弓之町,,34.670564,133.93019,604_03,http://unobus.bustei.net/b.htm?T=0604,0,,
604_05,,弓之町,,34.670357,133.930375,604_05,http://unobus.bustei.net/b.htm?T=0604,0,,
618_03,,中島,,34.686053,133.944225,618_03,http://unobus.bustei.net/b.htm?T=0618,0,,
618_05,,中島,,34.685904,133.944453,618_05,http://unobus.bustei.net/b.htm?T=0618,0,,
620_03,,中島上,,34.68639,133.946984571429,620_03,http://unobus.bustei.net/b.htm?T=0620,0,,
620_05,,中島上,,34.686059,133.94543,620_05,http://unobus.bustei.net/b.htm?T=0620,0,,
622_03,,高島団地,,34.686068,133.950044,622_03,http://unobus.bustei.net/b.htm?T=0622,0,,
622_05,,高島団地,,34.686009,133.950014,622_05,http://unobus.bustei.net/b.htm?T=0622,0,,
624_03,,保育所前,,34.684577,133.95076,624_03,http://unobus.bustei.net/b.htm?T=0624,0,,
624_05,,保育所前,,34.685261,133.950748,624_05,http://unobus.bustei.net/b.htm?T=0624,0,,
626_03,,児童公園前,,34.683169,133.951157,626_03,http://unobus.bustei.net/b.htm?T=0626,0,,
626_05,,児童公園前,,34.683098,133.951053,626_05,http://unobus.bustei.net/b.htm?T=0626,0,,
628_03,,新屋敷団地西,,34.682921,133.952688,628_03,http://unobus.bustei.net/b.htm?T=0628,0,,
628_05,,新屋敷団地西,,34.682872,133.952998,628_05,http://unobus.bustei.net/b.htm?T=0628,0,,
630_03,,新屋敷団地中,,34.683079,133.954630285714,630_03,http://unobus.bustei.net/b.htm?T=0630,0,,
630_05,,新屋敷団地中,,34.683022,133.954756,630_05,http://unobus.bustei.net/b.htm?T=0630,0,,
632_03,,新屋敷団地,,34.683399,133.958279,632_03,http://unobus.bustei.net/b.htm?T=0632,0,,
632_05,,新屋敷団地,,34.683291,133.957938,632_05,http://unobus.bustei.net/b.htm?T=0632,0,,
634_03,,中井南,,34.683763,133.962755,634_03,http://unobus.bustei.net/b.htm?T=0634,0,,
634_05,,中井南,,34.68364,133.961891,634_05,http://unobus.bustei.net/b.htm?T=0634,0,,
636_03,,藤の里,,34.683986,133.965082285714,636_03,http://unobus.bustei.net/b.htm?T=0636,0,,
636_05,,藤の里,,34.683927,133.964876,636_05,http://unobus.bustei.net/b.htm?T=0636,0,,
638_03,,雄町西,,34.684239,133.967563142857,638_03,http://unobus.bustei.net/b.htm?T=0638,0,,
638_05,,雄町西,,34.684101,133.96691,638_05,http://unobus.bustei.net/b.htm?T=0638,0,,
640_03,,雄町中,,34.684573,133.971424,640_03,http://unobus.bustei.net/b.htm?T=0640,0,,
640_05,,雄町中,,34.68441,133.970276,640_05,http://unobus.bustei.net/b.htm?T=0640,0,,
642_03,,雄町,,34.685078,133.976676,642_03,http://unobus.bustei.net/b.htm?T=0642,0,,
642_05,,雄町,,34.684939,133.975895,642_05,http://unobus.bustei.net/b.htm?T=0642,0,,
644_03,,雄町東,,34.68527,133.978951,644_03,http://unobus.bustei.net/b.htm?T=0644,0,,
644_05,,雄町東,,34.685212,133.978739,644_05,http://unobus.bustei.net/b.htm?T=0644,0,,
646_03,,コウリョー前,,34.685581,133.982107,646_03,http://unobus.bustei.net/b.htm?T=0646,0,,
646_05,,コウリョー前,,34.685493,133.981788,646_05,http://unobus.bustei.net/b.htm?T=0646,0,,
648_03,,東岡山駅前,,34.685985,133.98605,648_03,http://unobus.bustei.net/b.htm?T=0648,0,,
648_05,,東岡山駅前,,34.68583,133.985401,648_05,http://unobus.bustei.net/b.htm?T=0648,0,,
650_03,,前土田,,34.689013,133.987869142857,650_03,http://unobus.bustei.net/b.htm?T=0650,0,,
650_05,,前土田,,34.688859,133.987898,650_05,http://unobus.bustei.net/b.htm?T=0650,0,,
652_03,,ろう学校前,,34.691908,133.987933,652_03,http://unobus.bustei.net/b.htm?T=0652,0,,
652_05,,ろう学校前,,34.692079,133.987985,652_05,http://unobus.bustei.net/b.htm?T=0652,0,,
658_03,,岡山東支援学校口,,34.693696,133.987844857143,658_03,http://unobus.bustei.net/b.htm?T=0658,0,,
658_05,,岡山東支援学校口,,34.694005,133.987187142857,658_05,http://unobus.bustei.net/b.htm?T=0658,0,,
660_03,,土田東,,34.693995,133.986062,660_03,http://unobus.bustei.net/b.htm?T=0660,0,,
660_05,,土田東,,34.694079,133.985778,660_05,http://unobus.bustei.net/b.htm?T=0660,0,,
662_03,,土田,,34.693452,133.982801,662_03,http://unobus.bustei.net/b.htm?T=0662,0,,
662_05,,土田,,34.693508,133.983171,662_05,http://unobus.bustei.net/b.htm?T=0662,0,,
664_03,,四御神南(東岡山),,34.692443,133.981606,664_03,http://unobus.bustei.net/b.htm?T=0664,0,,
664_05,,四御神南(東岡山),,34.69252,133.981552857143,664_05,http://unobus.bustei.net/b.htm?T=0664,0,,
670_03,,浜（岡山プラザホテル前）,,34.671228,133.936254142857,670_03,http://unobus.bustei.net/b.htm?T=0670,0,,
670_05,,浜（岡山プラザホテル前）,,34.671151,133.936223,670_05,http://unobus.bustei.net/b.htm?T=0670,0,,
672_03,,岡山中央警察署前,,34.671188,133.939343714286,672_03,http://unobus.bustei.net/b.htm?T=0672,0,,
672_05,,岡山中央警察署前,,34.671109,133.938424,672_05,http://unobus.bustei.net/b.htm?T=0672,0,,
674_03,,岡山市中区役所前,,34.671156,133.942218,674_03,http://unobus.bustei.net/b.htm?T=0674,0,,
674_05,,岡山市中区役所前,,34.671069,133.942880714286,674_05,http://unobus.bustei.net/b.htm?T=0674,0,,
676_03,,OHKハウジングパーク前,,34.672364,133.943717285714,676_03,http://unobus.bustei.net/b.htm?T=0676,0,,
676_05,,OHKハウジングパーク前,,34.672746,133.94394,676_05,http://unobus.bustei.net/b.htm?T=0676,0,,
678_03,,林病院入口,,34.673806,133.943934857143,678_03,http://unobus.bustei.net/b.htm?T=0678,0,,
678_05,,林病院入口,,34.673751,133.944097,678_05,http://unobus.bustei.net/b.htm?T=0678,0,,
680_03,,エディオン東川原店前,,34.675129,133.944111857143,680_03,http://unobus.bustei.net/b.htm?T=0680,0,,
680_05,,エディオン東川原店前,,34.675615,133.944336,680_05,http://unobus.bustei.net/b.htm?T=0680,0,,
682_03,,コープ東川原店前,,34.676636,133.944158,682_03,http://unobus.bustei.net/b.htm?T=0682,0,,
682_05,,コープ東川原店前,,34.676718,133.944322,682_05,http://unobus.bustei.net/b.htm?T=0682,0,,
684_03,,ジョイフル東川原店前,,34.678545,133.943928285714,684_03,http://unobus.bustei.net/b.htm?T=0684,0,,
684_05,,ジョイフル東川原店前,,34.678529,133.944116,684_05,http://unobus.bustei.net/b.htm?T=0684,0,,
686_03,,西川原,,34.679649,133.942812714286,686_03,http://unobus.bustei.net/b.htm?T=0686,0,,
686_05,,西川原,,34.680007,133.942593,686_05,http://unobus.bustei.net/b.htm?T=0686,0,,
688_03,,岡山ハートクリニック前,,34.680791,133.939743714286,688_03,http://unobus.bustei.net/b.htm?T=0688,0,,
688_05,,岡山ハートクリニック前,,34.680917,133.940087,688_05,http://unobus.bustei.net/b.htm?T=0688,0,,
690_03,,新中島竹田橋,,34.682371,133.939815571429,690_03,http://unobus.bustei.net/b.htm?T=0690,0,,
690_05,,新中島竹田橋,,34.682317,133.939927,690_05,http://unobus.bustei.net/b.htm?T=0690,0,,
700_01,,瀬戸線平島,,34.706459,134.053772857143,700_01,http://unobus.bustei.net/b.htm?T=0700,0,,
702_01,,東平島下,,34.709093,134.050818142857,702_01,http://unobus.bustei.net/b.htm?T=0702,0,,
702_05,,東平島下,,34.708626,134.051187571429,702_05,http://unobus.bustei.net/b.htm?T=0702,0,,
704_01,,パナソニック前,,34.710501,134.050058714286,704_01,http://unobus.bustei.net/b.htm?T=0704,0,,
704_05,,パナソニック前,,34.71029,134.050214857143,704_05,http://unobus.bustei.net/b.htm?T=0704,0,,
706_01,,東平島,,34.712722,134.048845714286,706_01,http://unobus.bustei.net/b.htm?T=0706,0,,
706_05,,東平島,,34.71229,134.049165,706_05,http://unobus.bustei.net/b.htm?T=0706,0,,
708_01,,東平島上,,34.715218,134.047572428571,708_01,http://unobus.bustei.net/b.htm?T=0708,0,,
708_05,,東平島上,,34.715086,134.047682,708_05,http://unobus.bustei.net/b.htm?T=0708,0,,
710_01,,砂場,,34.71872,134.045733857143,710_01,http://unobus.bustei.net/b.htm?T=0710,0,,
710_05,,砂場,,34.719224,134.045461,710_05,http://unobus.bustei.net/b.htm?T=0710,0,,
712_01,,沖下,,34.721482,134.043977285714,712_01,http://unobus.bustei.net/b.htm?T=0712,0,,
712_05,,沖下,,34.721105,134.044278,712_05,http://unobus.bustei.net/b.htm?T=0712,0,,
714_01,,瀬戸南高,,34.724181,134.04227,714_01,http://unobus.bustei.net/b.htm?T=0714,0,,
714_05,,瀬戸南高,,34.723984,134.042478142857,714_05,http://unobus.bustei.net/b.htm?T=0714,0,,
716_01,,沖,,34.725333,134.041384,716_01,http://unobus.bustei.net/b.htm?T=0716,0,,
716_05,,沖,,34.725113,134.041628428571,716_05,http://unobus.bustei.net/b.htm?T=0716,0,,
718_01,,竹久工業前,,34.726804,134.040201857143,718_01,http://unobus.bustei.net/b.htm?T=0718,0,,
718_05,,竹久工業前,,34.726785,134.040274857143,718_05,http://unobus.bustei.net/b.htm?T=0718,0,,
720_01,,瀬戸西,,34.731386,134.037776,720_01,http://unobus.bustei.net/b.htm?T=0720,0,,
720_05,,瀬戸西,,34.73198,134.038407428571,720_05,http://unobus.bustei.net/b.htm?T=0720,0,,
722_01,,瀬戸駅前,,34.735031,134.041230428571,722_01,http://unobus.bustei.net/b.htm?T=0722,0,,
722_05,,瀬戸駅前,,34.734735,134.040995428571,722_05,http://unobus.bustei.net/b.htm?T=0722,0,,
724_01,,瀬戸駅,,34.735061,134.041886285714,724_01,http://unobus.bustei.net/b.htm?T=0724,0,,
724_05,,瀬戸駅,,34.734993,134.041849285714,724_05,http://unobus.bustei.net/b.htm?T=0724,0,,
726_01,,赤磐警察署前,,34.737517,134.041677428571,726_01,http://unobus.bustei.net/b.htm?T=0726,0,,
726_05,,赤磐警察署前,,34.737123,134.040619142858,726_05,http://unobus.bustei.net/b.htm?T=0726,0,,
728_01,,瀬戸郵便局前,,34.736662,134.039641857143,728_01,http://unobus.bustei.net/b.htm?T=0728,0,,
728_05,,瀬戸郵便局前,,34.736511,134.038625571429,728_05,http://unobus.bustei.net/b.htm?T=0728,0,,
730_01,,瀬戸橋,,34.736083,134.034155714286,730_01,http://unobus.bustei.net/b.htm?T=0730,0,,
730_05,,瀬戸橋,,34.736479,134.034051714286,730_05,http://unobus.bustei.net/b.htm?T=0730,0,,
732_01,,舟廻,,34.743579,134.029071,732_01,http://unobus.bustei.net/b.htm?T=0732,0,,
732_05,,舟廻,,34.74262,134.030248,732_05,http://unobus.bustei.net/b.htm?T=0732,0,,
734_01,,立川,,34.746676,134.025951,734_01,http://unobus.bustei.net/b.htm?T=0734,0,,
734_05,,立川,,34.746648,134.026249,734_05,http://unobus.bustei.net/b.htm?T=0734,0,,
736_01,,医師会病院前,,34.751123,134.020136,736_01,http://unobus.bustei.net/b.htm?T=0736,0,,
736_05,,医師会病院前,,34.751262,134.020265142857,736_05,http://unobus.bustei.net/b.htm?T=0736,0,,
738_04,,瀬戸線下市,,34.752533,134.018516,738_04,http://unobus.bustei.net/b.htm?T=0738,0,,
740_01,,ネオポリス線下市,,34.753098,134.018135,740_01,http://unobus.bustei.net/b.htm?T=0740,0,,
740_05,,ネオポリス線下市,,34.753125,134.018223571429,740_05,http://unobus.bustei.net/b.htm?T=0740,0,,
742_01,,赤磐市役所前,,34.755302,134.019594,742_01,http://unobus.bustei.net/b.htm?T=0742,0,,
742_05,,赤磐市役所前,,34.755531,134.019948,742_05,http://unobus.bustei.net/b.htm?T=0742,0,,
744_01,,高屋（ネオ）,,34.757758,134.022458714286,744_01,http://unobus.bustei.net/b.htm?T=0744,0,,
744_05,,高屋（ネオ）,,34.757754,134.022489,744_05,http://unobus.bustei.net/b.htm?T=0744,0,,
746_01,,高屋上,,34.7591356666667,134.023883857143,746_01,http://unobus.bustei.net/b.htm?T=0746,0,,
746_05,,高屋上,,34.75903,134.023898,746_05,http://unobus.bustei.net/b.htm?T=0746,0,,
748_01,,沼田,,34.760939,134.026521714286,748_01,http://unobus.bustei.net/b.htm?T=0748,0,,
748_05,,沼田,,34.761008,134.026686714286,748_05,http://unobus.bustei.net/b.htm?T=0748,0,,
750_01,,二井口,,34.762633,134.028185428571,750_01,http://unobus.bustei.net/b.htm?T=0750,0,,
750_05,,二井口,,34.762545,134.028081714286,750_05,http://unobus.bustei.net/b.htm?T=0750,0,,
752_05,,日古木・中島口,,34.76336,134.033024714286,752_05,http://unobus.bustei.net/b.htm?T=0752,0,,
752_06,,日古木・中島口,,34.763531,134.033106,752_06,http://unobus.bustei.net/b.htm?T=0752,0,,
754_05,,桜が丘西一丁目,,34.765634,134.04004,754_05,http://unobus.bustei.net/b.htm?T=0754,0,,
754_06,,桜が丘西一丁目,,34.765694,134.039955,754_06,http://unobus.bustei.net/b.htm?T=0754,0,,
756_05,,桜が丘西一丁目上,,34.766619,134.041064,756_05,http://unobus.bustei.net/b.htm?T=0756,0,,
756_06,,桜が丘西一丁目上,,34.76698,134.041113,756_06,http://unobus.bustei.net/b.htm?T=0756,0,,
758_05,,桜が丘西二丁目,,34.767997,134.041907,758_05,http://unobus.bustei.net/b.htm?T=0758,0,,
758_06,,桜が丘西二丁目,,34.768675,134.041888,758_06,http://unobus.bustei.net/b.htm?T=0758,0,,
760_05,,桜が丘西三丁目,,34.771263,134.040618285714,760_05,http://unobus.bustei.net/b.htm?T=0760,0,,
760_06,,桜が丘西三丁目,,34.77122,134.040363142857,760_06,http://unobus.bustei.net/b.htm?T=0760,0,,
762_05,,桜が丘西三丁目上,,34.7728933333333,134.039217333333,762_05,http://unobus.bustei.net/b.htm?T=0762,0,,
762_06,,桜が丘西三丁目上,,34.772868,134.039074,762_06,http://unobus.bustei.net/b.htm?T=0762,0,,
764_05,,桜が丘西五丁目,,34.776695,134.038385428571,764_05,http://unobus.bustei.net/b.htm?T=0764,0,,
764_06,,桜が丘西五丁目,,34.77659,134.038222,764_06,http://unobus.bustei.net/b.htm?T=0764,0,,
766_05,,桜が丘西六丁目,,34.777984,134.038226714286,766_05,http://unobus.bustei.net/b.htm?T=0766,0,,
766_06,,桜が丘西六丁目,,34.777936,134.038111,766_06,http://unobus.bustei.net/b.htm?T=0766,0,,
768_05,,桜が丘中央,,34.780971,134.038213,768_05,http://unobus.bustei.net/b.htm?T=0768,0,,
768_06,,桜が丘中央,,34.780818,134.037996,768_06,http://unobus.bustei.net/b.htm?T=0768,0,,
770_05,,桜が丘東五丁目,,34.782748,134.038183714286,770_05,http://unobus.bustei.net/b.htm?T=0770,0,,
770_06,,桜が丘東五丁目,,34.783248,134.038074142857,770_06,http://unobus.bustei.net/b.htm?T=0770,0,,
772_05,,桜が丘東六丁目,,34.785946,134.038593,772_05,http://unobus.bustei.net/b.htm?T=0772,0,,
772_06,,桜が丘東六丁目,,34.784985,134.038184666667,772_06,http://unobus.bustei.net/b.htm?T=0772,0,,
774_05,,桜が丘東六丁目上,,34.787808,134.039628,774_05,http://unobus.bustei.net/b.htm?T=0774,0,,
774_06,,桜が丘東六丁目上,,34.788428,134.039949,774_06,http://unobus.bustei.net/b.htm?T=0774,0,,
776_05,,保育園前,,34.789346,134.04086,776_05,http://unobus.bustei.net/b.htm?T=0776,0,,
776_06,,保育園前,,34.789831,134.041189,776_06,http://unobus.bustei.net/b.htm?T=0776,0,,
778_05,,野間,,34.790532,134.042157428571,778_05,http://unobus.bustei.net/b.htm?T=0778,0,,
778_09,,野間,,34.7911139020656,134.042564034462,778_09,http://unobus.bustei.net/b.htm?T=0778,0,,
780_05,,桜が丘西10丁目東,,34.781378,134.037639,780_05,http://unobus.bustei.net/b.htm?T=0780,0,,
780_06,,桜が丘西10丁目東,,34.781245,134.037394,780_06,http://unobus.bustei.net/b.htm?T=0780,0,,
782_05,,桜が丘西10丁目中,,34.781341,134.035757,782_05,http://unobus.bustei.net/b.htm?T=0782,0,,
782_06,,桜が丘西10丁目中,,34.781216,134.035477,782_06,http://unobus.bustei.net/b.htm?T=0782,0,,
784_05,,桜が丘西10丁目西,,34.7805566666667,134.032781952381,784_05,http://unobus.bustei.net/b.htm?T=0784,0,,
784_06,,桜が丘西10丁目西,,34.78084,134.033772428571,784_06,http://unobus.bustei.net/b.htm?T=0784,0,,
786_05,,桜が丘西９丁目東,,34.7798326666667,134.031578285714,786_05,http://unobus.bustei.net/b.htm?T=0786,0,,
786_06,,桜が丘西９丁目東,,34.779931,134.031941,786_06,http://unobus.bustei.net/b.htm?T=0786,0,,
788_05,,桜が丘西９丁目中,,34.779093,134.030421,788_05,http://unobus.bustei.net/b.htm?T=0788,0,,
788_06,,桜が丘西９丁目中,,34.778541,134.029646,788_06,http://unobus.bustei.net/b.htm?T=0788,0,,
790_05,,桜が丘西９丁目西,,34.777751,134.027391238095,790_05,http://unobus.bustei.net/b.htm?T=0790,0,,
790_06,,桜が丘西９丁目西,,34.778013,134.028445285714,790_06,http://unobus.bustei.net/b.htm?T=0790,0,,
792_05,,桜が丘運動公園口,,34.7773193333333,134.026143190477,792_05,http://unobus.bustei.net/b.htm?T=0792,0,,
792_09,,桜が丘運動公園口,,34.7773762151704,134.026609440422,792_09,http://unobus.bustei.net/b.htm?T=0792,0,,
800_04,,上市,,34.757178,134.014564714286,800_04,http://unobus.bustei.net/b.htm?T=0800,0,,
800_05,,上市,,34.757028,134.014627714286,800_05,http://unobus.bustei.net/b.htm?T=0800,0,,
802_04,,正崎下,,34.76065,134.013854857143,802_04,http://unobus.bustei.net/b.htm?T=0802,0,,
802_05,,正崎下,,34.760745,134.013908,802_05,http://unobus.bustei.net/b.htm?T=0802,0,,
804_04,,正崎,,34.765677,134.013052714286,804_04,http://unobus.bustei.net/b.htm?T=0804,0,,
804_05,,正崎,,34.765653,134.013078,804_05,http://unobus.bustei.net/b.htm?T=0804,0,,
806_04,,五日市下,,34.771088,134.012410285714,806_04,http://unobus.bustei.net/b.htm?T=0806,0,,
806_05,,五日市下,,34.7694,134.01275,806_05,http://unobus.bustei.net/b.htm?T=0806,0,,
808_04,,五日市上,,34.773514,134.012037571429,808_04,http://unobus.bustei.net/b.htm?T=0808,0,,
808_05,,五日市上,,34.772969,134.012171,808_05,http://unobus.bustei.net/b.htm?T=0808,0,,
810_04,,農業試験場口,,34.778058,134.011248571429,810_04,http://unobus.bustei.net/b.htm?T=0810,0,,
810_05,,農業試験場口,,34.778345,134.011201,810_05,http://unobus.bustei.net/b.htm?T=0810,0,,
812_04,,東窪田,,34.781917,134.010445714286,812_04,http://unobus.bustei.net/b.htm?T=0812,0,,
812_05,,東窪田,,34.782058,134.010447571429,812_05,http://unobus.bustei.net/b.htm?T=0812,0,,
814_04,,窪田,,34.783982,134.009984571429,814_04,http://unobus.bustei.net/b.htm?T=0814,0,,
814_05,,窪田,,34.783983,134.010026285714,814_05,http://unobus.bustei.net/b.htm?T=0814,0,,
816_04,,窪田上,,34.787818,134.009414714286,816_04,http://unobus.bustei.net/b.htm?T=0816,0,,
818_04,,町苅田下,,34.789621,134.009355857143,818_04,http://unobus.bustei.net/b.htm?T=0818,0,,
818_05,,町苅田下,,34.789135,134.009452428571,818_05,http://unobus.bustei.net/b.htm?T=0818,0,,
820_04,,町苅田,,34.793436,134.006899,820_04,http://unobus.bustei.net/b.htm?T=0820,0,,
820_05,,町苅田,,34.793307,134.006987,820_05,http://unobus.bustei.net/b.htm?T=0820,0,,
822_04,,赤坂支所前,,34.798346,134.009251,822_04,http://unobus.bustei.net/b.htm?T=0822,0,,
822_05,,赤坂支所前,,34.797754,134.008682285714,822_05,http://unobus.bustei.net/b.htm?T=0822,0,,
824_04,,赤坂中学校前,,34.799694,134.010839,824_04,http://unobus.bustei.net/b.htm?T=0824,0,,
824_05,,赤坂中学校前,,34.799404,134.010568,824_05,http://unobus.bustei.net/b.htm?T=0824,0,,
826_04,,軽部住宅前,,34.801751,134.012926,826_04,http://unobus.bustei.net/b.htm?T=0826,0,,
826_05,,軽部住宅前,,34.801291,134.012733,826_05,http://unobus.bustei.net/b.htm?T=0826,0,,
828_04,,軽部下,,34.803896,134.014666,828_04,http://unobus.bustei.net/b.htm?T=0828,0,,
828_05,,軽部下,,34.803842,134.014689857143,828_05,http://unobus.bustei.net/b.htm?T=0828,0,,
830_04,,軽部上,,34.808402,134.013183,830_04,http://unobus.bustei.net/b.htm?T=0830,0,,
830_05,,軽部上,,34.807999,134.01381,830_05,http://unobus.bustei.net/b.htm?T=0830,0,,
832_04,,多賀下,,34.818938,134.014291857143,832_04,http://unobus.bustei.net/b.htm?T=0832,0,,
832_05,,多賀下,,34.819289,134.014255714286,832_05,http://unobus.bustei.net/b.htm?T=0832,0,,
834_04,,多賀上,,34.822964,134.011941714286,834_04,http://unobus.bustei.net/b.htm?T=0834,0,,
834_05,,多賀上,,34.822436,134.012395,834_05,http://unobus.bustei.net/b.htm?T=0834,0,,
836_04,,出屋,,34.8296176666667,134.012985142857,836_04,http://unobus.bustei.net/b.htm?T=0836,0,,
836_05,,出屋,,34.829321,134.013143857143,836_05,http://unobus.bustei.net/b.htm?T=0836,0,,
838_04,,出屋上,,34.8331336666667,134.011957714286,838_04,http://unobus.bustei.net/b.htm?T=0838,0,,
838_05,,出屋上,,34.832805,134.012092,838_05,http://unobus.bustei.net/b.htm?T=0838,0,,
840_04,,坂辺,,34.837637,134.011378047619,840_04,http://unobus.bustei.net/b.htm?T=0840,0,,
840_05,,坂辺,,34.836701,134.011826,840_05,http://unobus.bustei.net/b.htm?T=0840,0,,
842_04,,坂辺上,,34.841211,134.010124285714,842_04,http://unobus.bustei.net/b.htm?T=0842,0,,
842_05,,坂辺上,,34.841353,134.010109,842_05,http://unobus.bustei.net/b.htm?T=0842,0,,
844_04,,合田下,,34.8458666666667,134.006109761905,844_04,http://unobus.bustei.net/b.htm?T=0844,0,,
844_05,,合田下,,34.846301,134.006038571429,844_05,http://unobus.bustei.net/b.htm?T=0844,0,,
846_04,,合田,,34.852016,134.008423,846_04,http://unobus.bustei.net/b.htm?T=0846,0,,
846_05,,合田,,34.852243,134.00864,846_05,http://unobus.bustei.net/b.htm?T=0846,0,,
848_04,,合田上,,34.86275,134.008598285714,848_04,http://unobus.bustei.net/b.htm?T=0848,0,,
848_05,,合田上,,34.862789,134.008703,848_05,http://unobus.bustei.net/b.htm?T=0848,0,,
850_04,,仁堀下,,34.866157,134.008816,850_04,http://unobus.bustei.net/b.htm?T=0850,0,,
850_05,,仁堀下,,34.865545,134.009143285714,850_05,http://unobus.bustei.net/b.htm?T=0850,0,,
852_04,,仁堀,,34.87296,134.012711285714,852_04,http://unobus.bustei.net/b.htm?T=0852,0,,
852_05,,仁堀,,34.873407,134.013058428571,852_05,http://unobus.bustei.net/b.htm?T=0852,0,,
854_04,,仁堀局前,,34.877745,134.017609,854_04,http://unobus.bustei.net/b.htm?T=0854,0,,
854_05,,仁堀局前,,34.877725,134.017564857143,854_05,http://unobus.bustei.net/b.htm?T=0854,0,,
856_04,,仁堀上,,34.878548,134.020816285714,856_04,http://unobus.bustei.net/b.htm?T=0856,0,,
856_05,,仁堀上,,34.878498,134.020508,856_05,http://unobus.bustei.net/b.htm?T=0856,0,,
858_04,,菊ケ峠,,34.881474,134.029727,858_04,http://unobus.bustei.net/b.htm?T=0858,0,,
858_05,,菊ケ峠,,34.881431,134.029903571429,858_05,http://unobus.bustei.net/b.htm?T=0858,0,,
860_04,,塩木上,,34.88311,134.036139571429,860_04,http://unobus.bustei.net/b.htm?T=0860,0,,
860_05,,塩木上,,34.883065,134.036077,860_05,http://unobus.bustei.net/b.htm?T=0860,0,,
862_04,,塩木中,,34.883356,134.042674428571,862_04,http://unobus.bustei.net/b.htm?T=0862,0,,
862_05,,塩木中,,34.882737,134.041194428571,862_05,http://unobus.bustei.net/b.htm?T=0862,0,,
864_04,,塩木下,,34.884886,134.047604857143,864_04,http://unobus.bustei.net/b.htm?T=0864,0,,
864_05,,塩木下,,34.884662,134.046914285714,864_05,http://unobus.bustei.net/b.htm?T=0864,0,,
866_04,,湯免温泉,,34.887485,134.057402,866_04,http://unobus.bustei.net/b.htm?T=0866,0,,
866_05,,湯免温泉,,34.887512,134.057904428571,866_05,http://unobus.bustei.net/b.htm?T=0866,0,,
868_04,,佐伯北,,34.89094,134.064492857143,868_04,http://unobus.bustei.net/b.htm?T=0868,0,,
868_05,,佐伯北,,34.89073,134.064287,868_05,http://unobus.bustei.net/b.htm?T=0868,0,,
870_04,,吉井総合センター,,34.892973,134.070003,870_04,http://unobus.bustei.net/b.htm?T=0870,0,,
870_05,,吉井総合センター,,34.89284,134.069426,870_05,http://unobus.bustei.net/b.htm?T=0870,0,,
872_04,,高田,,34.894297,134.07278,872_04,http://unobus.bustei.net/b.htm?T=0872,0,,
872_05,,高田,,34.89429,134.07289,872_05,http://unobus.bustei.net/b.htm?T=0872,0,,
874_04,,稲蒔,,34.896755,134.082297142857,874_04,http://unobus.bustei.net/b.htm?T=0874,0,,
874_05,,稲蒔,,34.896796,134.082647,874_05,http://unobus.bustei.net/b.htm?T=0874,0,,
876_04,,福田住宅前,,34.903525,134.08379,876_04,http://unobus.bustei.net/b.htm?T=0876,0,,
876_05,,福田住宅前,,34.904711,134.084227,876_05,http://unobus.bustei.net/b.htm?T=0876,0,,
878_04,,福田,,34.908622,134.087097428571,878_04,http://unobus.bustei.net/b.htm?T=0878,0,,
878_05,,福田,,34.908371,134.086997285714,878_05,http://unobus.bustei.net/b.htm?T=0878,0,,
880_04,,山方口,,34.912593,134.090251428571,880_04,http://unobus.bustei.net/b.htm?T=0880,0,,
880_05,,山方口,,34.912217,134.089991,880_05,http://unobus.bustei.net/b.htm?T=0880,0,,
882_04,,吉井中学校前,,34.917316,134.092998,882_04,http://unobus.bustei.net/b.htm?T=0882,0,,
882_05,,吉井中学校前,,34.91715,134.092981428571,882_05,http://unobus.bustei.net/b.htm?T=0882,0,,
884_04,,周匝,,34.91884,134.093807,884_04,http://unobus.bustei.net/b.htm?T=0884,0,,
884_05,,周匝,,34.918515,134.093692,884_05,http://unobus.bustei.net/b.htm?T=0884,0,,
886_04,,周匝上,,34.921141,134.096396,886_04,http://unobus.bustei.net/b.htm?T=0886,0,,
