route_id,service_id,trip_id,trip_headsign,block_id,trip_short_name,direction_id,shape_id
２５０号線_A,土日祝,土日祝_07時00分_系統3101,片上,,,,3101
四御神線_A,土日祝,土日祝_07時05分_系統1112,岡山駅（清水 経由）,,,,1112
ネオポリス線_A,土日祝,土日祝_07時07分_系統1632,表町BC（下市・西 経由）,,,,1632
東岡山線_A,土日祝,土日祝_07時12分_系統5522,表町BC（高島団地・岡山駅前 経由）,,,,5522
東岡山線_A,土日祝,土日祝_07時15分_系統5131,東岡山（弓之町 経由）,,,,5131
２５０号線_A,土日祝,土日祝_07時15分_系統3107,長岡・駅前,,,,3107
ネオポリス線_A,土日祝,土日祝_07時15分_系統2011,ネオポリス東６（新道河本 経由）,,,,2011
ネオ瀬戸線_A,土日祝,土日祝_07時18分_系統1642,瀬戸駅（岡山駅 経由）,,,,1642
四御神線_A,土日祝,土日祝_07時22分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,土日祝,土日祝_07時33分_系統1282,表町BC（下市・中 経由）,,,,1282
四御神線_A,土日祝,土日祝_07時35分_系統1112,岡山駅（清水 経由）,,,,1112
ネオ瀬戸線_A,土日祝,土日祝_07時44分_系統1401,瀬戸駅,,,,1401
ネオポリス線_A,土日祝,土日祝_07時44分_系統1632,表町BC（下市・西 経由）,,,,1632
東岡山線_A,土日祝,土日祝_07時45分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
東岡山線_A,土日祝,土日祝_07時50分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオ瀬戸線_A,土日祝,土日祝_07時55分_系統1061,瀬戸駅,,,,1061
山陽団地循環_A,土日祝,土日祝_07時58分_系統1371,山陽団地（西→中 経由）,,,,1371
ネオポリス線_A,土日祝,土日祝_08時00分_系統1282,表町BC（下市・中 経由）,,,,1282
２５０号線_A,土日祝,土日祝_08時00分_系統3108,岡山駅,,,,3108
ネオ瀬戸線_A,土日祝,土日祝_08時00分_系統1072,瀬戸駅（岡山駅 経由）,,,,1072
四御神線_A,土日祝,土日祝_08時05分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,土日祝,土日祝_08時09分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
四御神線_A,土日祝,土日祝_08時10分_系統1111,四御神（県庁前 経由）,,,,1111
ネオ瀬戸線_A,土日祝,土日祝_08時18分_系統2032,ネオポリス東６,,,,2032
東岡山線_A,土日祝,土日祝_08時18分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオポリス線_A,土日祝,土日祝_08時21分_系統1622,表町BC（下市・中 経由）,,,,1622
２５０号線_A,土日祝,土日祝_08時25分_系統3101,片上,,,,3101
２５０号線_A,土日祝,土日祝_08時25分_系統3102,岡山駅,,,,3102
ネオポリス線_A,土日祝,土日祝_08時25分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
東岡山線_A,土日祝,土日祝_08時34分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
林野線_A,土日祝,土日祝_08時34分_系統1182,表町BC（新道河本 経由）,,,,1182
四御神線_A,土日祝,土日祝_08時35分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,土日祝,土日祝_08時35分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオポリス線_A,土日祝,土日祝_08時39分_系統1272,表町BC（新道河本 経由）,,,,1272
四御神線_A,土日祝,土日祝_08時40分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,土日祝,土日祝_08時47分_系統1632,表町BC（下市・西 経由）,,,,1632
ネオ瀬戸線_A,土日祝,土日祝_08時55分_系統1061,瀬戸駅,,,,1061
四御神線_A,土日祝,土日祝_09時00分_系統1112,岡山駅（清水 経由）,,,,1112
ネオポリス線_A,土日祝,土日祝_09時02分_系統1282,表町BC（下市・中 経由）,,,,1282
東岡山線_A,土日祝,土日祝_09時03分_系統5141,東岡山（岡山駅 経由）,,,,5141
東岡山線_A,土日祝,土日祝_09時04分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオポリス線_A,土日祝,土日祝_09時05分_系統1611,ネオポリス西９丁目（新道河本 経由）,,,,1611
ネオ瀬戸線_A,土日祝,土日祝_09時05分_系統1062,岡山駅,,,,1062
四御神線_A,土日祝,土日祝_09時10分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,土日祝,土日祝_09時15分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
ネオポリス線_A,土日祝,土日祝_09時18分_系統1632,表町BC（下市・西 経由）,,,,1632
東岡山線_A,土日祝,土日祝_09時24分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
四御神線_A,土日祝,土日祝_09時25分_系統1112,岡山駅（清水 経由）,,,,1112
２５０号線_A,土日祝,土日祝_09時28分_系統3107,長岡・駅前,,,,3107
四御神線_A,土日祝,土日祝_09時30分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,土日祝,土日祝_09時38分_系統1282,表町BC（下市・中 経由）,,,,1282
東岡山線_A,土日祝,土日祝_09時50分_系統5141,東岡山（岡山駅 経由）,,,,5141
山陽団地循環_A,土日祝,土日祝_09時50分_系統1371,山陽団地（西→中 経由）,,,,1371
ネオ瀬戸線_A,土日祝,土日祝_09時50分_系統1061,瀬戸駅,,,,1061
ネオポリス線_A,土日祝,土日祝_09時52分_系統1632,表町BC（下市・西 経由）,,,,1632
ネオ瀬戸線_A,土日祝,土日祝_09時55分_系統1062,岡山駅,,,,1062
四御神線_A,土日祝,土日祝_09時55分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,土日祝,土日祝_10時00分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
四御神線_A,土日祝,土日祝_10時00分_系統1111,四御神（県庁前 経由）,,,,1111
２５０号線_A,土日祝,土日祝_10時05分_系統3102,岡山駅,,,,3102
２５０号線_A,土日祝,土日祝_10時05分_系統3108,岡山駅,,,,3108
ネオポリス線_A,土日祝,土日祝_10時05分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
ネオ瀬戸線_A,土日祝,土日祝_10時10分_系統1061,瀬戸駅,,,,1061
四御神線_A,土日祝,土日祝_10時20分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,土日祝,土日祝_10時25分_系統5141,東岡山（岡山駅 経由）,,,,5141
四御神線_A,土日祝,土日祝_10時25分_系統1111,四御神（県庁前 経由）,,,,1111
２５０号線_A,土日祝,土日祝_10時30分_系統3101,片上,,,,3101
ネオポリス線_A,土日祝,土日祝_10時32分_系統1282,表町BC（下市・中 経由）,,,,1282
ネオポリス線_A,土日祝,土日祝_10時35分_系統1611,ネオポリス西９丁目（新道河本 経由）,,,,1611
東岡山線_A,土日祝,土日祝_10時39分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
四御神線_A,土日祝,土日祝_10時50分_系統1112,岡山駅（清水 経由）,,,,1112
ネオ瀬戸線_A,土日祝,土日祝_10時50分_系統2001,瀬戸駅（終点 ネオポリス東６）,,,,2001
四御神線_A,土日祝,土日祝_10時53分_系統1111,四御神（県庁前 経由）,,,,1111
ネオ瀬戸線_A,土日祝,土日祝_10時55分_系統1062,岡山駅,,,,1062
ネオポリス線_A,土日祝,土日祝_10時55分_系統1612,表町BC（新道河本 経由）,,,,1612
ネオポリス線_A,土日祝,土日祝_10時55分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
東岡山線_A,土日祝,土日祝_11時00分_系統5141,東岡山（岡山駅 経由）,,,,5141
四御神線_A,土日祝,土日祝_11時15分_系統1111,四御神（県庁前 経由）,,,,1111
四御神線_A,土日祝,土日祝_11時15分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,土日祝,土日祝_11時15分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオ瀬戸線_A,土日祝,土日祝_11時20分_系統1061,瀬戸駅,,,,1061
ネオポリス線_A,土日祝,土日祝_11時20分_系統1611,ネオポリス西９丁目（新道河本 経由）,,,,1611
ネオポリス線_A,土日祝,土日祝_11時20分_系統1622,表町BC（下市・中 経由）,,,,1622
ネオ瀬戸線_A,土日祝,土日祝_11時25分_系統1062,岡山駅,,,,1062
東岡山線_A,土日祝,土日祝_11時33分_系統5141,東岡山（岡山駅 経由）,,,,5141
四御神線_A,土日祝,土日祝_11時40分_系統1112,岡山駅（清水 経由）,,,,1112
ネオポリス線_A,土日祝,土日祝_11時43分_系統1632,表町BC（下市・西 経由）,,,,1632
四御神線_A,土日祝,土日祝_11時45分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,土日祝,土日祝_11時45分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
２５０号線_A,土日祝,土日祝_11時50分_系統3107,長岡・駅前,,,,3107
東岡山線_A,土日祝,土日祝_11時50分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
四御神線_A,土日祝,土日祝_12時00分_系統1112,岡山駅（清水 経由）,,,,1112
２５０号線_A,土日祝,土日祝_12時00分_系統3102,岡山駅,,,,3102
東岡山線_A,土日祝,土日祝_12時05分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオポリス線_A,土日祝,土日祝_12時09分_系統1282,表町BC（下市・中 経由）,,,,1282
四御神線_A,土日祝,土日祝_12時10分_系統1111,四御神（県庁前 経由）,,,,1111
山陽団地循環_A,土日祝,土日祝_12時10分_系統1371,山陽団地（西→中 経由）,,,,1371
四御神線_A,土日祝,土日祝_12時20分_系統1112,岡山駅（清水 経由）,,,,1112
ネオ瀬戸線_A,土日祝,土日祝_12時22分_系統1072,瀬戸駅（岡山駅 経由）,,,,1072
東岡山線_A,土日祝,土日祝_12時25分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオポリス線_A,土日祝,土日祝_12時25分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
東岡山線_A,土日祝,土日祝_12時35分_系統5141,東岡山（岡山駅 経由）,,,,5141
２５０号線_A,土日祝,土日祝_12時37分_系統3108,岡山駅,,,,3108
ネオ瀬戸線_A,土日祝,土日祝_12時40分_系統1062,岡山駅,,,,1062
四御神線_A,土日祝,土日祝_12時40分_系統1111,四御神（県庁前 経由）,,,,1111
２５０号線_A,土日祝,土日祝_12時45分_系統3101,片上,,,,3101
山陽団地循環_A,土日祝,土日祝_12時50分_系統1371,山陽団地（西→中 経由）,,,,1371
四御神線_A,土日祝,土日祝_12時50分_系統1112,岡山駅（清水 経由）,,,,1112
ネオポリス線_A,土日祝,土日祝_12時52分_系統1612,表町BC（新道河本 経由）,,,,1612
東岡山線_A,土日祝,土日祝_13時00分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
東岡山線_A,土日祝,土日祝_13時00分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオ瀬戸線_A,土日祝,土日祝_13時00分_系統1061,瀬戸駅,,,,1061
ネオポリス線_A,土日祝,土日祝_13時03分_系統1282,表町BC（下市・中 経由）,,,,1282
ネオポリス線_A,土日祝,土日祝_13時05分_系統2011,ネオポリス東６（新道河本 経由）,,,,2011
四御神線_A,土日祝,土日祝_13時05分_系統1111,四御神（県庁前 経由）,,,,1111
四御神線_A,土日祝,土日祝_13時20分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,土日祝,土日祝_13時30分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
東岡山線_A,土日祝,土日祝_13時30分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオ瀬戸線_A,土日祝,土日祝_13時30分_系統1061,瀬戸駅,,,,1061
ネオポリス線_A,土日祝,土日祝_13時35分_系統1631,ネオポリス西９（西 ・下市 経由）,,,,1631
ネオ瀬戸線_A,土日祝,土日祝_13時37分_系統1072,瀬戸駅（岡山駅 経由）,,,,1072
四御神線_A,土日祝,土日祝_13時40分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,土日祝,土日祝_13時45分_系統1282,表町BC（下市・中 経由）,,,,1282
四御神線_A,土日祝,土日祝_13時50分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,土日祝,土日祝_13時59分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオ瀬戸線_A,土日祝,土日祝_14時00分_系統2001,瀬戸駅（終点 ネオポリス東６）,,,,2001
ネオポリス線_A,土日祝,土日祝_14時00分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
東岡山線_A,土日祝,土日祝_14時05分_系統5141,東岡山（岡山駅 経由）,,,,5141
四御神線_A,土日祝,土日祝_14時10分_系統1112,岡山駅（清水 経由）,,,,1112
四御神線_A,土日祝,土日祝_14時15分_系統1111,四御神（県庁前 経由）,,,,1111
ネオ瀬戸線_A,土日祝,土日祝_14時20分_系統1062,岡山駅,,,,1062
林野線_A,土日祝,土日祝_14時20分_系統1181,林野駅（新道河本 経由）,,,,1181
２５０号線_A,土日祝,土日祝_14時25分_系統3102,岡山駅,,,,3102
ネオ瀬戸線_A,土日祝,土日祝_14時25分_系統1061,瀬戸駅,,,,1061
ネオポリス線_A,土日祝,土日祝_14時26分_系統1272,表町BC（新道河本 経由）,,,,1272
東岡山線_A,土日祝,土日祝_14時29分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオポリス線_A,土日祝,土日祝_14時35分_系統1631,ネオポリス西９（西 ・下市 経由）,,,,1631
四御神線_A,土日祝,土日祝_14時36分_系統1111,四御神（県庁前 経由）,,,,1111
四御神線_A,土日祝,土日祝_14時40分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,土日祝,土日祝_14時40分_系統5141,東岡山（岡山駅 経由）,,,,5141
２５０号線_A,土日祝,土日祝_14時40分_系統3101,片上,,,,3101
ネオポリス線_A,土日祝,土日祝_14時45分_系統1622,表町BC（下市・中 経由）,,,,1622
東岡山線_A,土日祝,土日祝_14時50分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオポリス線_A,土日祝,土日祝_14時50分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
東岡山線_A,土日祝,土日祝_15時00分_系統5141,東岡山（岡山駅 経由）,,,,5141
四御神線_A,土日祝,土日祝_15時03分_系統1112,岡山駅（清水 経由）,,,,1112
ネオポリス線_A,土日祝,土日祝_15時05分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
ネオ瀬戸線_A,土日祝,土日祝_15時05分_系統1062,岡山駅,,,,1062
四御神線_A,土日祝,土日祝_15時05分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,土日祝,土日祝_15時05分_系統1632,表町BC（下市・西 経由）,,,,1632
ネオ瀬戸線_A,土日祝,土日祝_15時10分_系統1061,瀬戸駅,,,,1061
東岡山線_A,土日祝,土日祝_15時15分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオポリス線_A,土日祝,土日祝_15時20分_系統2011,ネオポリス東６（新道河本 経由）,,,,2011
ネオポリス線_A,土日祝,土日祝_15時25分_系統1282,表町BC（下市・中 経由）,,,,1282
四御神線_A,土日祝,土日祝_15時28分_系統1112,岡山駅（清水 経由）,,,,1112
２５０号線_A,土日祝,土日祝_15時30分_系統3107,長岡・駅前,,,,3107
東岡山線_A,土日祝,土日祝_15時33分_系統5141,東岡山（岡山駅 経由）,,,,5141
四御神線_A,土日祝,土日祝_15時35分_系統1111,四御神（県庁前 経由）,,,,1111
東岡山線_A,土日祝,土日祝_15時38分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオ瀬戸線_A,土日祝,土日祝_15時40分_系統1062,岡山駅,,,,1062
ネオポリス線_A,土日祝,土日祝_15時45分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
四御神線_A,土日祝,土日祝_15時53分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,土日祝,土日祝_15時55分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオポリス線_A,土日祝,土日祝_15時55分_系統1612,表町BC（新道河本 経由）,,,,1612
東岡山線_A,土日祝,土日祝_16時04分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオポリス線_A,土日祝,土日祝_16時05分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
ネオ瀬戸線_A,土日祝,土日祝_16時05分_系統1641,瀬戸駅（終点 ネオポリス西９）,,,,1641
四御神線_A,土日祝,土日祝_16時10分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,土日祝,土日祝_16時13分_系統1632,表町BC（下市・西 経由）,,,,1632
２５０号線_A,土日祝,土日祝_16時15分_系統3102,岡山駅,,,,3102
ネオポリス線_A,土日祝,土日祝_16時20分_系統1631,ネオポリス西９（西 ・下市 経由）,,,,1631
ネオ瀬戸線_A,土日祝,土日祝_16時20分_系統1062,岡山駅,,,,1062
２５０号線_A,土日祝,土日祝_16時22分_系統3108,岡山駅,,,,3108
東岡山線_A,土日祝,土日祝_16時23分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオ瀬戸線_A,土日祝,土日祝_16時25分_系統1061,瀬戸駅,,,,1061
東岡山線_A,土日祝,土日祝_16時27分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオ瀬戸線_A,土日祝,土日祝_16時27分_系統1072,瀬戸駅（岡山駅 経由）,,,,1072
四御神線_A,土日祝,土日祝_16時30分_系統1112,岡山駅（清水 経由）,,,,1112
ネオポリス線_A,土日祝,土日祝_16時33分_系統1272,表町BC（新道河本 経由）,,,,1272
林野線_A,土日祝,土日祝_16時35分_系統1181,林野駅（新道河本 経由）,,,,1181
四御神線_A,土日祝,土日祝_16時40分_系統1111,四御神（県庁前 経由）,,,,1111
東岡山線_A,土日祝,土日祝_16時45分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオポリス線_A,土日祝,土日祝_16時45分_系統1611,ネオポリス西９丁目（新道河本 経由）,,,,1611
東岡山線_A,土日祝,土日祝_16時50分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオ瀬戸線_A,土日祝,土日祝_16時50分_系統2001,瀬戸駅（終点 ネオポリス東６）,,,,2001
ネオポリス線_A,土日祝,土日祝_17時02分_系統1282,表町BC（下市・中 経由）,,,,1282
ネオポリス線_A,土日祝,土日祝_17時05分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
東岡山線_A,土日祝,土日祝_17時10分_系統5141,東岡山（岡山駅 経由）,,,,5141
東岡山線_A,土日祝,土日祝_17時14分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオ瀬戸線_A,土日祝,土日祝_17時15分_系統1641,瀬戸駅（終点 ネオポリス西９）,,,,1641
四御神線_A,土日祝,土日祝_17時15分_系統1112,岡山駅（清水 経由）,,,,1112
四御神線_A,土日祝,土日祝_17時15分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,土日祝,土日祝_17時25分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
ネオポリス線_A,土日祝,土日祝_17時30分_系統1272,表町BC（新道河本 経由）,,,,1272
東岡山線_A,土日祝,土日祝_17時35分_系統5141,東岡山（岡山駅 経由）,,,,5141
東岡山線_A,土日祝,土日祝_17時40分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオ瀬戸線_A,土日祝,土日祝_17時40分_系統1061,瀬戸駅,,,,1061
ネオポリス線_A,土日祝,土日祝_17時45分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
四御神線_A,土日祝,土日祝_17時45分_系統1111,四御神（県庁前 経由）,,,,1111
ネオ瀬戸線_A,土日祝,土日祝_17時55分_系統1062,岡山駅,,,,1062
ネオポリス線_A,土日祝,土日祝_18時00分_系統1622,表町BC（下市・中 経由）,,,,1622
東岡山線_A,土日祝,土日祝_18時05分_系統5141,東岡山（岡山駅 経由）,,,,5141
東岡山線_A,土日祝,土日祝_18時10分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオポリス線_A,土日祝,土日祝_18時10分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
四御神線_A,土日祝,土日祝_18時10分_系統1112,岡山駅（清水 経由）,,,,1112
四御神線_A,土日祝,土日祝_18時15分_系統1111,四御神（県庁前 経由）,,,,1111
２５０号線_A,土日祝,土日祝_18時15分_系統3101,片上,,,,3101
東岡山線_A,土日祝,土日祝_18時40分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオ瀬戸線_A,土日祝,土日祝_18時40分_系統2001,瀬戸駅（終点 ネオポリス東６）,,,,2001
四御神線_A,土日祝,土日祝_18時40分_系統1112,岡山駅（清水 経由）,,,,1112
ネオポリス線_A,土日祝,土日祝_18時43分_系統1272,表町BC（新道河本 経由）,,,,1272
四御神線_A,土日祝,土日祝_18時45分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,土日祝,土日祝_18時50分_系統1611,ネオポリス西９丁目（新道河本 経由）,,,,1611
ネオ瀬戸線_A,土日祝,土日祝_18時55分_系統1062,岡山駅,,,,1062
２５０号線_A,土日祝,土日祝_19時00分_系統3107,長岡・駅前,,,,3107
ネオポリス線_A,土日祝,土日祝_19時05分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
四御神線_A,土日祝,土日祝_19時10分_系統1122,表町BC（清水 経由）,,,,1122
東岡山線_A,土日祝,土日祝_19時11分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
四御神線_A,土日祝,土日祝_19時15分_系統1111,四御神（県庁前 経由）,,,,1111
東岡山線_A,土日祝,土日祝_19時15分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオ瀬戸線_A,土日祝,土日祝_19時23分_系統1072,瀬戸駅（岡山駅 経由）,,,,1072
２５０号線_A,土日祝,土日祝_19時30分_系統3107,長岡・駅前,,,,3107
ネオポリス線_A,土日祝,土日祝_19時35分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
２５０号線_A,土日祝,土日祝_19時40分_系統3104,八日市,,,,3104
四御神線_A,土日祝,土日祝_19時41分_系統1112,岡山駅（清水 経由）,,,,1112
２５０号線_A,土日祝,土日祝_19時45分_系統3108,岡山駅,,,,3108
四御神線_A,土日祝,土日祝_19時45分_系統1111,四御神（県庁前 経由）,,,,1111
東岡山線_A,土日祝,土日祝_19時55分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオポリス線_A,土日祝,土日祝_20時00分_系統2011,ネオポリス東６（新道河本 経由）,,,,2011
東岡山線_A,土日祝,土日祝_20時10分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
２５０号線_A,土日祝,土日祝_20時20分_系統3108,岡山駅,,,,3108
ネオ瀬戸線_A,土日祝,土日祝_20時20分_系統1061,瀬戸駅,,,,1061
ネオポリス線_A,土日祝,土日祝_20時25分_系統1631,ネオポリス西９（西 ・下市 経由）,,,,1631
四御神線_A,土日祝,土日祝_20時25分_系統1111,四御神（県庁前 経由）,,,,1111
東岡山線_A,土日祝,土日祝_20時30分_系統5141,東岡山（岡山駅 経由）,,,,5141
東岡山線_A,土日祝,土日祝_20時45分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
２５０号線_A,土日祝,土日祝_20時50分_系統3107,長岡・駅前,,,,3107
ネオポリス線_A,土日祝,土日祝_20時50分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
四御神線_A,土日祝,土日祝_21時10分_系統1111,四御神（県庁前 経由）,,,,1111
東岡山線_A,土日祝,土日祝_21時15分_系統5132,表町BC（高島団地・弓之町 経由）,,,,5132
四御神線_A,土日祝,土日祝_21時17分_系統1112,岡山駅（清水 経由）,,,,1112
ネオ瀬戸線_A,土日祝,土日祝_21時20分_系統1062,岡山駅,,,,1062
２５０号線_A,土日祝,土日祝_21時25分_系統3110,表町BC,,,,3110
２５０号線_A,土日祝,土日祝_21時30分_系統3107,長岡・駅前,,,,3107
ネオポリス線_A,土日祝,土日祝_21時40分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
東岡山線_A,土日祝,土日祝_21時50分_系統5141,東岡山（岡山駅 経由）,,,,5141
四御神線_A,土日祝,土日祝_21時55分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,土日祝,土日祝_22時05分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
２５０号線_A,土日祝,土日祝_22時05分_系統1041,八日市,,,,1041
