service_id,date,exception_type
平日,20200810,2
土日祝,20200810,1
平日,20200811,2
土日祝,20200811,1
平日,20200812,2
土日祝,20200812,1
平日,20200813,2
土日祝,20200813,1
平日,20200814,2
土日祝,20200814,1
平日,20200921,2
土日祝,20200921,1
平日,20200922,2
土日祝,20200922,1
平日,20201103,2
土日祝,20201103,1
平日,20201123,2
土日祝,20201123,1
